0.050646,0.454588,0.665276,-0.119621
0.087042,0.420594,0.632383,-0.118171
0.114195,0.395096,0.578692,-0.118199
0.133016,0.378865,0.508709,-0.119612
0.144438,0.371902,0.427201,-0.122168
0.149368,0.373550,0.338906,-0.125525
0.148657,0.382633,0.248273,-0.129288
0.143103,0.397604,0.159260,-0.133058
0.133464,0.416705,0.075185,-0.136470
0.120478,0.438103,-0.001375,-0.139222
0.104877,0.460020,-0.068624,-0.141100
0.087402,0.480830,-0.125538,-0.141986
0.068795,0.499136,-0.171817,-0.141855
0.049788,0.513820,-0.207799,-0.140772
0.031088,0.524062,-0.234344,-0.138873
0.013345,0.529348,-0.252708,-0.136346
-0.002868,0.529453,-0.264405,-0.133410
-0.017081,0.524408,-0.271080,-0.130291
-0.028942,0.514468,-0.274379,-0.127204
-0.038228,0.500065,-0.275853,-0.124332
-0.044850,0.481763,-0.276868,-0.121824
-0.048842,0.460212,-0.278549,-0.119776
-0.050353,0.436106,-0.281739,-0.118238
-0.049629,0.410145,-0.286992,-0.117212
-0.046991,0.383001,-0.294577,-0.116660
-0.042811,0.355292,-0.304504,-0.116510
-0.037489,0.327558,-0.316563,-0.116667
-0.031428,0.300252,-0.330371,-0.117026
-0.025013,0.273724,-0.345424,-0.117478
-0.018592,0.248222,-0.361147,-0.117922
-0.012462,0.223894,-0.376944,-0.118269
-0.006862,0.200793,-0.392242,-0.118452
-0.001964,0.178891,-0.406519,-0.118421
0.002127,0.158088,-0.419338,-0.118153
0.005365,0.138235,-0.430354,-0.117644
0.007762,0.119142,-0.439329,-0.116906
0.009374,0.100606,-0.446126,-0.115970
0.010291,0.082420,-0.450706,-0.114873
0.010627,0.064391,-0.453110,-0.113660
0.010508,0.046354,-0.453452,-0.112377
0.010062,0.028180,-0.451896,-0.111065
0.009408,0.009780,-0.448642,-0.109762
0.008654,-0.008886,-0.443907,-0.108499
0.007888,-0.027814,-0.437913,-0.107296
0.007178,-0.046959,-0.430877,-0.106167
0.006571,-0.066237,-0.422994,-0.105116
0.006092,-0.085539,-0.414438,-0.104142
0.005752,-0.104733,-0.405353,-0.103236
0.005543,-0.123679,-0.395854,-0.102387
0.005448,-0.142232,-0.386025,-0.101583
0.005444,-0.160257,-0.375923,-0.100811
0.005501,-0.177629,-0.365580,-0.100057
0.005591,-0.194245,-0.355009,-0.099312
0.005687,-0.210021,-0.344204,-0.098569
0.005766,-0.224900,-0.333149,-0.097824
0.005811,-0.238846,-0.321824,-0.097075
0.005808,-0.251848,-0.310204,-0.096325
0.005751,-0.263913,-0.298266,-0.095576
0.005636,-0.275066,-0.285992,-0.094834
0.005466,-0.285342,-0.273370,-0.094106
0.005245,-0.294786,-0.260398,-0.093397
0.004979,-0.303446,-0.247082,-0.092713
0.004675,-0.311370,-0.233439,-0.092059
0.004341,-0.318603,-0.219493,-0.091439
0.003982,-0.325185,-0.205278,-0.090855
0.003605,-0.331151,-0.190835,-0.090306
0.003213,-0.336526,-0.176209,-0.089794
0.002809,-0.341329,-0.161450,-0.089314
0.002395,-0.345570,-0.146607,-0.088864
0.001972,-0.349255,-0.131732,-0.088441
0.001540,-0.352385,-0.116875,-0.088041
0.001099,-0.354957,-0.102081,-0.087659
0.000649,-0.356966,-0.087392,-0.087292
0.000192,-0.358407,-0.072846,-0.086936
-0.000270,-0.359278,-0.058476,-0.086589
-0.000737,-0.359577,-0.044308,-0.086249
-0.001203,-0.359305,-0.030364,-0.085914
-0.001667,-0.358469,-0.016662,-0.085584
-0.002122,-0.357076,-0.003215,-0.085258
-0.002564,-0.355139,0.009966,-0.084937
-0.002989,-0.352675,0.022875,-0.084620
-0.003391,-0.349702,0.035506,-0.084308
-0.003766,-0.346243,0.047853,-0.084001
-0.004111,-0.342321,0.059914,-0.083700
-0.004421,-0.337961,0.071683,-0.083405
-0.004694,-0.333189,0.083155,-0.083115
-0.004930,-0.328031,0.094327,-0.082831
-0.005126,-0.322511,0.105191,-0.082551
-0.005283,-0.316654,0.115742,-0.082274
-0.005402,-0.310485,0.125971,-0.081999
-0.005484,-0.304025,0.135872,-0.081726
-0.005531,-0.297295,0.145437,-0.081452
-0.005545,-0.290315,0.154659,-0.081176
-0.005528,-0.283103,0.163532,-0.080898
-0.005483,-0.275676,0.172049,-0.080615
-0.005411,-0.268049,0.180205,-0.080327
-0.005316,-0.260239,0.187998,-0.080034
-0.005199,-0.252260,0.195424,-0.079734
-0.005061,-0.244125,0.202482,-0.079427
-0.004906,-0.235847,0.209172,-0.079113
-0.004734,-0.227441,0.215496,-0.078791
-0.004546,-0.218918,0.221457,-0.078463
-0.004345,-0.210293,0.227056,-0.078126
-0.004130,-0.201578,0.232298,-0.077783
-0.003904,-0.192785,0.237189,-0.077432
-0.003667,-0.183929,0.241732,-0.077075
-0.003420,-0.175022,0.245933,-0.076710
-0.003164,-0.166077,0.249799,-0.076339
-0.002900,-0.157106,0.253334,-0.075962
-0.002630,-0.148123,0.256544,-0.075578
-0.002355,-0.139138,0.259436,-0.075188
-0.002076,-0.130164,0.262015,-0.074792
-0.001794,-0.121212,0.264287,-0.074389
-0.001510,-0.112293,0.266258,-0.073980
-0.001226,-0.103417,0.267934,-0.073566
-0.000942,-0.094593,0.269319,-0.073145
-0.000660,-0.085831,0.270422,-0.072719
-0.000380,-0.077140,0.271247,-0.072288
-0.000105,-0.068526,0.271801,-0.071851
0.000166,-0.059998,0.272091,-0.071409
0.000432,-0.051563,0.272122,-0.070962
0.000692,-0.043226,0.271903,-0.070511
0.000944,-0.034995,0.271439,-0.070057
0.001190,-0.026874,0.270738,-0.069598
0.001427,-0.018868,0.269807,-0.069136
0.001656,-0.010984,0.268654,-0.068672
0.001876,-0.003224,0.267285,-0.068205
0.002087,0.004405,0.265709,-0.067735
0.002288,0.011901,0.263933,-0.067264
0.002479,0.019258,0.261963,-0.066792
