3.092431,3.928979,5.000000,-0.403511,0.167140,0.344254,-0.831103
3.284933,3.769511,5.000000,-0.382610,0.158482,0.348325,-0.840930
3.469225,3.600622,5.000000,-0.361469,0.149725,0.352177,-0.850231
3.644845,3.422733,5.000000,-0.340102,0.140875,0.355810,-0.859002
3.811355,3.236289,5.000000,-0.318523,0.131937,0.359220,-0.867235
3.968339,3.041757,5.000000,-0.296745,0.122916,0.362406,-0.874926
4.115404,2.839621,5.000000,-0.274782,0.113818,0.365366,-0.882071
4.252183,2.630388,5.000000,-0.252646,0.104650,0.368097,-0.888664
4.378334,2.414580,5.000000,-0.230353,0.095415,0.370598,-0.894702
4.493540,2.192737,5.000000,-0.207916,0.086122,0.372867,-0.900180
4.597516,1.965413,5.000000,-0.185349,0.076774,0.374903,-0.905096
4.690000,1.733177,5.000000,-0.162666,0.067378,0.376705,-0.909447
4.770761,1.496608,5.000000,-0.139881,0.057941,0.378272,-0.913229
4.839598,1.256299,5.000000,-0.117009,0.048467,0.379602,-0.916440
4.896339,1.012850,5.000000,-0.094064,0.038963,0.380695,-0.919079
4.940841,0.766869,5.000000,-0.071060,0.029434,0.381550,-0.921143
4.972994,0.518972,5.000000,-0.048012,0.019887,0.382166,-0.922631
4.992717,0.269777,5.000000,-0.024933,0.010328,0.382544,-0.923543
4.999960,0.019908,5.000000,-0.001839,0.000762,0.382683,-0.923878
4.994707,-0.230011,5.000000,0.021256,-0.008804,0.382582,-0.923635
4.976969,-0.479354,5.000000,0.044338,-0.018365,0.382242,-0.922815
4.946791,-0.727500,5.000000,0.067392,-0.027915,0.381664,-0.921418
4.904249,-0.973827,5.000000,0.090404,-0.037446,0.380847,-0.919446
4.849449,-1.217721,5.000000,0.113359,-0.046955,0.379792,-0.916899
4.782528,-1.458570,5.000000,0.136244,-0.056434,0.378499,-0.913778
4.703653,-1.695774,5.000000,0.159043,-0.065878,0.376970,-0.910087
4.613021,-1.928740,5.000000,0.181744,-0.075281,0.375206,-0.905827
4.510859,-2.156884,5.000000,0.204330,-0.084636,0.373207,-0.901001
4.397422,-2.379638,5.000000,0.226789,-0.093939,0.370974,-0.895612
4.272995,-2.596443,5.000000,0.249106,-0.103183,0.368510,-0.889663
4.137886,-2.806759,5.000000,0.271267,-0.112363,0.365816,-0.883158
3.992436,-3.010060,5.000000,0.293259,-0.121472,0.362893,-0.876101
3.837006,-3.205836,5.000000,0.315068,-0.130505,0.359743,-0.868496
3.671985,-3.393600,5.000000,0.336680,-0.139457,0.356368,-0.860349
3.497787,-3.572882,5.000000,0.358081,-0.148322,0.352771,-0.851664
3.314846,-3.743233,5.000000,0.379258,-0.157094,0.348953,-0.842447
3.123620,-3.904228,5.000000,0.400199,-0.165768,0.344917,-0.832703
2.924586,-4.055465,5.000000,0.420889,-0.174338,0.340665,-0.822439
